feature,gain,split
vpd_mean_28d_z_rmonth,2394.9356994628906,16
score_hat_lag_11,2371.725898742676,18
is_wet_day_1mm_sum_91d,2257.2293853759766,12
stress_ewm_h7d,2161.2767944335938,10
score_hat,2156.8889083862305,15
humidity_min_28d,2154.151985168457,14
humidity_mean_28d_z_rmonth,2094.853012084961,14
surf_tmp_mean_91d,2028.7479858398438,12
season_bin,2020.205795288086,13
prec_clip_sum_28d,2003.9070358276367,5
prec_intensity_91d,1866.9627990722656,10
temp_dewpoint_spread_current,1844.599479675293,10
humidity_mean_56d,1733.0290145874023,11
score_hat_lag_5,1654.402000427246,10
score_hat_lag_8,1564.6939849853516,12
vpd_max_91d,1543.1679077148438,9
humidity_deficit_mean_56d,1482.8796997070312,10
vpd_max_28d,1482.1258163452148,11
score_hat_mean_4,1444.7410736083984,10
tmp_range_mean_14d,1426.6941986083984,10
heat_day_30_sum_91d,1422.4650039672852,9
tmp_std_91d,1382.4598922729492,11
score_hat_lag_7,1374.8556823730469,8
water_balance_current,1371.366195678711,7
prec_intensity_56d,1296.2360076904297,7
stress_daily_mean_56d,1277.1649856567383,8
score_hat_lag_3,1254.93798828125,9
surf_pre_mean_56d,1235.3940124511719,4
is_dry_day_sum_91d,1203.0080108642578,9
tmp_std_28d,1108.339012145996,8
wind_stress_mean_91d,1084.8629989624023,8
is_heavy_precip_sum_28d,1072.1870040893555,5
tmp_max_max_28d,1017.6174011230469,8
wind_max_mean_91d,1011.3346786499023,6
vpd_mean_56d,986.9050064086914,5
tmp_min_mean_28d,956.4080123901367,6
stress_daily_current,956.2528228759766,7
humidity_deficit_mean_28d,953.1740112304688,6
wind_stress_mean_7d,901.0239028930664,4
tmp_max_mean_91d,863.4549865722656,6
prec_sum_28_vs_91,853.5430145263672,5
score_hat_lag_6,853.0469970703125,5
tmp_range_mean_28d,826.2499923706055,6
prec_clip_std_28d,816.8380126953125,5
score_hat_mean_8,807.3890075683594,5
wind_stress_mean_56d,783.1479873657227,6
water_balance_mean_14d,777.421012878418,4
tmp_min_mean_14d,770.9469985961914,5
humidity_mean_28d,770.786003112793,5
water_balance_std_28d,757.4029998779297,4
wind_stress_mean_28d,671.3259963989258,5
wind_mean_56d,663.6750030517578,3
surf_pre_mean_91d,663.245002746582,5
stress_daily_std_91d,653.3199920654297,4
tmp_mean_56d,651.8609924316406,4
vpd_mean_14d,644.0813064575195,4
score_hat_lag_4,614.0790100097656,3
humidity_std_28d,563.9174041748047,5
wind_max_max_28d,558.3529968261719,5
week_of_year,532.0700073242188,3
wind_mean_91d,528.0820007324219,4
is_wet_day_1mm_sum_56d,520.8510055541992,3
surf_pre_mean_28d,516.9229965209961,4
wind_stress_mean_14d,507.2959899902344,2
prec_clip_max_28d,486.50199127197266,3
vpd_mean_28d,481.58300018310547,3
heat_day_35_sum_56d,474.9960021972656,3
humidity_mean_28d_anom_rmonth,472.27099609375,3
heat_day_30_sum_56d,419.80269622802734,3
score_hat_lag_2,418.10400390625,3
tmp_mean_28d,400.0489959716797,3
is_wet_day_5mm_sum_56d,394.23069763183594,3
wind_max_mean_56d,375.53199768066406,2
surf_pre_current,354.1989974975586,3
humidity_mean_7_minus_28,353.0004119873047,3
prec_current,347.53399658203125,2
tmp_mean_7_minus_28,345.9610061645508,3
day,342.4908905029297,3
tmp_max_mean_14d,332.4425964355469,3
water_balance_mean_7d,326.9840087890625,2
score_hat_lag_1,323.78890228271484,3
tmp_range_current,316.0315933227539,3
tmp_mean_28d_z_rmonth,307.22949981689453,3
humidity_mean_14d,304.0780029296875,2
surf_tmp_minus_tmp_current,285.99000549316406,2
surf_tmp_mean_28d,284.6489944458008,2
tmp_min_mean_56d,281.23900604248047,2
surf_tmp_current,279.5449981689453,2
is_wet_day_5mm_sum_91d,274.75299072265625,2
is_wet_day_5mm_sum_28d,264.66100311279297,2
month,257.76800537109375,2
heat_day_35_sum_28d,239.9550018310547,2
is_wet_day_1mm_sum_28d,231.6280059814453,1
tmp_mean_14d,213.4070053100586,2
tmp_max_mean_56d,207.50900268554688,2
prec_clip_sum_14d,198.03589630126953,2
vpd_std_28d,190.6377944946289,2
is_dry_day_sum_56d,186.6063003540039,2
stress_daily_std_28d,176.30099487304688,1
humidity_mean_7d,159.10499572753906,1
humidity_deficit_mean_14d,151.4770050048828,1
tmp_min_mean_7d,151.05599975585938,1
tmp_minus_wb_current,150.14100646972656,1
is_dry_day_sum_14d,147.10800170898438,1
dp_tmp_current,140.8509979248047,1
wind_mean_28d,134.11199951171875,1
wind_range_current,130.6699981689453,1
score_hat_lag_0,123.00199890136719,1
wb_tmp_current,122.55599975585938,1
heat_day_35_sum_14d,113.822998046875,1
wind_mean_14d,113.59400177001953,1
vpd_mean_7d,113.2969970703125,1
wind_max_mean_28d,112.35399627685547,1
tmp_range_mean_7d,110.08999633789062,1
wind_std_28d,109.9530029296875,1
prec_intensity_28d,109.66999816894531,1
surf_pre_mean_14d,109.19499969482422,1
stress_daily_mean_14d,109.05500030517578,1
tmp_mean_28d_anom_rmonth,108.84300231933594,1
heat_day_35_sum_7d,108.79299926757812,1
is_dry_day_sum_7d,107.14399719238281,1
is_dry_day_sum_28d,105.2699966430664,1
heat_day_35_sum_91d,102.0770034790039,1
surf_pre_mean_7d,101.52400207519531,1
surf_tmp_mean_56d,100.33200073242188,1
wind_stress_current,98.54019927978516,1
vpd_current,97.27359771728516,1
tmp_min_current,0.0,0
wind_current,0.0,0
wind_max_current,0.0,0
wind_min_current,0.0,0
humidity_deficit_current,0.0,0
prec_clip_max_7d,0.0,0
prec_clip_mean_7d,0.0,0
prec_clip_sum_7d,0.0,0
prec_clip_std_7d,0.0,0
prec_clip_std_14d,0.0,0
prec_clip_mean_14d,0.0,0
prec_clip_max_14d,0.0,0
surf_tmp_mean_14d,0.0,0
surf_tmp_mean_7d,0.0,0
tmp_max_mean_7d,0.0,0
tmp_max_mean_28d,0.0,0
tmp_mean_7d,0.0,0
heat_day_30_sum_7d,0.0,0
heat_day_30_sum_28d,0.0,0
is_wet_day_1mm_sum_14d,0.0,0
is_wet_day_1mm_sum_7d,0.0,0
is_heavy_precip_sum_7d,0.0,0
is_wet_day_5mm_sum_7d,0.0,0
is_wet_day_5mm_sum_14d,0.0,0
is_heavy_precip_sum_14d,0.0,0
heat_day_30_sum_14d,0.0,0
month_sin,0.0,0
humidity_current,0.0,0
tmp_current,0.0,0
prec_log1p_current,0.0,0
prec_clip_current,0.0,0
tmp_max_current,0.0,0
wind_mean_7d,0.0,0
humidity_deficit_mean_7d,0.0,0
wind_max_mean_7d,0.0,0
wind_max_mean_14d,0.0,0
stress_daily_mean_7d,0.0,0
score_hat_filled_by_final,0.0,0
vpd_mean_7_minus_28,0.0,0
prec_sum_7_vs_28,0.0,0
true_score_lag_52_missing,0.0,0
true_score_lag_26_missing,0.0,0
true_score_lag_13_missing,0.0,0
true_score_lag_104_missing,0.0,0
