feature,gain,split
humidity_deficit_mean_7d,203.90530395507812,2
prec_clip_mean_14d,201.4240951538086,2
humidity_mean_7_minus_28,191.9458999633789,2
vpd_current,189.18600463867188,1
tmp_min_mean_91d,188.96189880371094,2
humidity_deficit_mean_14d,183.3928985595703,2
score_hat_lag_0,164.2563018798828,2
heat_day_30_sum_28d,159.36099243164062,1
surf_pre_mean_14d,154.27499389648438,1
surf_tmp_current,149.14700317382812,1
surf_tmp_mean_28d,147.89999389648438,1
prec_clip_std_14d,147.29100036621094,1
wind_mean_14d,144.6540069580078,1
stress_daily_mean_14d,141.9600067138672,1
heat_day_35_sum_28d,141.72000122070312,1
wind_current,135.8520050048828,1
tmp_mean_56d,132.79200744628906,1
heat_day_30_sum_56d,124.76100158691406,1
humidity_mean_28d,114.25199890136719,1
wind_max_max_28d,108.75599670410156,1
humidity_current,106.78099822998047,1
is_wet_day_1mm_sum_56d,105.57499694824219,1
tmp_min_mean_7d,105.55799865722656,1
stress_daily_mean_7d,105.08100128173828,1
tmp_max_current,104.63800048828125,1
is_heavy_precip_sum_28d,98.60780334472656,1
surf_tmp_mean_91d,95.51370239257812,1
surf_tmp_mean_56d,93.9529037475586,1
tmp_current,93.30560302734375,1
wind_stress_current,83.65640258789062,1
surf_tmp_mean_14d,0.0,0
tmp_range_mean_14d,0.0,0
tmp_range_mean_7d,0.0,0
heat_day_35_sum_14d,0.0,0
surf_tmp_mean_7d,0.0,0
tmp_max_mean_14d,0.0,0
tmp_max_mean_7d,0.0,0
tmp_mean_28d,0.0,0
tmp_mean_14d,0.0,0
tmp_mean_7d,0.0,0
heat_day_35_sum_7d,0.0,0
is_wet_day_5mm_sum_7d,0.0,0
tmp_mean_91d,0.0,0
heat_day_30_sum_14d,0.0,0
heat_day_30_sum_91d,0.0,0
is_heavy_precip_sum_14d,0.0,0
is_heavy_precip_sum_7d,0.0,0
is_wet_day_5mm_sum_14d,0.0,0
is_wet_day_1mm_sum_28d,0.0,0
is_dry_day_sum_7d,0.0,0
is_wet_day_1mm_sum_14d,0.0,0
is_wet_day_1mm_sum_7d,0.0,0
is_dry_day_sum_14d,0.0,0
is_wet_day_5mm_sum_28d,0.0,0
prec_clip_std_7d,0.0,0
prec_clip_max_7d,0.0,0
prec_clip_mean_7d,0.0,0
prec_clip_sum_7d,0.0,0
stress_daily_current,0.0,0
water_balance_current,0.0,0
prec_clip_max_14d,0.0,0
tmp_minus_wb_current,0.0,0
humidity_deficit_current,0.0,0
prec_clip_current,0.0,0
prec_log1p_current,0.0,0
wind_range_current,0.0,0
wb_tmp_current,0.0,0
wind_max_current,0.0,0
wind_min_current,0.0,0
prec_clip_sum_14d,0.0,0
surf_pre_current,0.0,0
prec_current,0.0,0
tmp_range_current,0.0,0
dp_tmp_current,0.0,0
heat_day_30_sum_7d,0.0,0
wind_max_mean_28d,0.0,0
vpd_mean_14d,0.0,0
water_balance_mean_7d,0.0,0
wind_stress_mean_14d,0.0,0
vpd_mean_28d,0.0,0
wind_mean_7d,0.0,0
wind_max_mean_7d,0.0,0
wind_std_28d,0.0,0
vpd_mean_7_minus_28,0.0,0
tmp_mean_7_minus_28,0.0,0
score_hat_filled_by_final,0.0,0
tmp_mean_28d_anom_rmonth,0.0,0
prec_sum_7_vs_28,0.0,0
prec_intensity_28d,0.0,0
true_score_lag_52_missing,0.0,0
true_score_lag_26_missing,0.0,0
true_score_lag_13_missing,0.0,0
true_score_lag_104_missing,0.0,0
