feature,gain,split
stress_daily_mean_56d,3215.9944915771484,25
humidity_min_28d,2987.3114318847656,14
prec_clip_sum_28d,2842.8450241088867,12
tmp_max_max_91d,2839.2809982299805,18
is_heavy_precip_sum_56d,2710.985008239746,11
score_hat_lag_10,2615.4857788085938,20
humidity_mean_28d_anom_rmonth,2589.013008117676,12
is_dry_day_sum_91d,2588.825393676758,17
score_hat_lag_12,2539.3606872558594,20
humidity_std_91d,2526.3796157836914,19
wind_max_max_91d,2514.731903076172,19
prec_intensity_56d,2493.241065979004,13
tmp_range_mean_28d,2458.443992614746,18
prec_clip_max_56d,2390.5192337036133,14
true_score_lag_52,2371.9819946289062,18
score_hat_max_4,2369.4530029296875,10
score_hat,2336.2799911499023,16
vpd_std_91d,2038.4370193481445,13
true_score_lag_26,2032.2537994384766,13
humidity_mean_56d,1994.5718002319336,14
score_hat_lag_3,1984.704002380371,15
stress_28_minus_91,1925.3134841918945,15
humidity_std_28d,1785.9129943847656,15
prec_intensity_91d,1740.91259765625,13
is_wet_day_5mm_sum_91d,1632.4110107421875,6
vpd_std_28d,1613.6832885742188,10
score_hat_mean_8,1568.0683059692383,12
score_hat_mean_4,1478.4310150146484,10
score_hat_lag_8,1444.443977355957,11
stress_daily_std_28d,1437.504997253418,9
humidity_deficit_mean_56d,1433.542709350586,11
vpd_max_91d,1422.015007019043,11
stress_daily_mean_91d,1352.8834075927734,10
stress_daily_mean_28d,1290.0078811645508,10
score_hat_lag_7,1246.0884170532227,9
vpd_mean_28d_z_rmonth,1243.2525939941406,8
score_hat_lag_9,1198.964988708496,9
wind_stress_mean_14d,1172.6740188598633,5
water_balance_std_28d,1160.1059875488281,10
prec_clip_mean_28d,1150.5433959960938,7
score_hat_lag_2,1132.556007385254,7
is_wet_day_1mm_sum_91d,1113.1715927124023,8
vpd_max_28d,1076.5245056152344,8
season_bin,1037.0269012451172,9
wind_max_mean_91d,994.6820068359375,5
wind_max_mean_56d,989.6029968261719,7
week_of_year,976.4410018920898,6
wind_std_91d,968.4218063354492,8
score_hat_lag_6,966.4374084472656,8
water_balance_mean_7d,951.6357955932617,6
vpd_mean_91d,940.1659927368164,7
wind_stress_mean_28d,922.927490234375,7
surf_pre_mean_14d,918.0100173950195,3
score_hat_lag_4,904.5014038085938,8
month,896.3609924316406,7
stress_daily_mean_14d,894.1700057983398,6
is_wet_day_5mm_sum_56d,872.6700057983398,6
surf_tmp_current,858.5162124633789,6
vpd_mean_28d_anom_rmonth,827.9080047607422,3
vpd_mean_56d,816.5931015014648,6
tmp_range_mean_14d,800.7876892089844,6
wind_stress_mean_56d,755.4909896850586,4
prec_sum_28_vs_91,749.2397994995117,6
tmp_max_max_28d,742.9188003540039,7
wind_stress_mean_91d,731.8430023193359,4
tmp_minus_wb_current,721.2659759521484,4
prec_clip_sum_14d,718.5119934082031,6
tmp_std_28d,690.374397277832,5
surf_tmp_mean_7d,659.4328155517578,3
humidity_deficit_mean_28d,651.0754013061523,5
water_balance_current,626.0457000732422,5
stress_daily_std_91d,616.2100067138672,4
surf_pre_mean_56d,601.2829971313477,4
surf_tmp_mean_91d,595.7210006713867,6
heat_day_35_sum_91d,543.2089996337891,4
prec_clip_std_28d,527.6734008789062,5
tmp_mean_14d,519.7202072143555,4
stress_ewm_h7d,519.1599960327148,3
heat_day_30_sum_56d,499.412109375,3
tmp_max_mean_91d,486.0250015258789,4
is_dry_day_sum_56d,479.3313903808594,4
tmp_mean_28d_z_rmonth,458.27420806884766,4
vpd_mean_28d,429.47979736328125,4
tmp_min_mean_56d,420.3168029785156,3
humidity_mean_28d,415.08849334716797,4
tmp_mean_28d,411.76499938964844,3
tmp_min_mean_14d,390.8710021972656,3
score_hat_lag_5,379.7720031738281,3
vpd_mean_7d,374.99498748779297,3
tmp_min_mean_91d,371.4049987792969,3
tmp_max_mean_28d,368.49500274658203,3
day,367.1119918823242,3
surf_tmp_mean_56d,354.8789978027344,3
stress_daily_mean_7d,351.38800048828125,2
tmp_mean_28d_anom_rmonth,346.36000061035156,3
tmp_mean_7d,344.93799591064453,3
wind_mean_56d,329.1568069458008,3
tmp_mean_56d,304.0530090332031,2
humidity_deficit_mean_7d,297.4320068359375,2
is_wet_day_5mm_sum_28d,291.7459945678711,2
tmp_mean_91d,278.24300384521484,2
prec_clip_max_28d,261.9439926147461,2
prec_clip_max_14d,257.03600311279297,2
surf_pre_mean_28d,252.92899322509766,2
prec_intensity_28d,251.28600311279297,2
surf_tmp_mean_14d,251.1189956665039,2
wind_mean_91d,232.18739318847656,2
surf_pre_mean_91d,221.76000213623047,2
heat_day_30_sum_91d,220.22100067138672,2
surf_tmp_mean_28d,214.48600006103516,2
is_dry_day_sum_14d,204.57379913330078,2
tmp_max_mean_7d,200.07330322265625,2
prec_current,195.13189697265625,2
is_wet_day_1mm_sum_56d,179.68899536132812,1
wind_mean_28d,154.10000610351562,1
wind_stress_mean_7d,147.10000610351562,1
prec_clip_current,139.82200622558594,1
heat_day_30_sum_28d,136.1840057373047,1
tmp_max_current,127.24800109863281,1
prec_clip_std_14d,126.85800170898438,1
tmp_max_mean_56d,124.9010009765625,1
wind_max_max_28d,123.3270034790039,1
vpd_mean_7_minus_28,122.40799713134766,1
wind_stress_current,120.19200134277344,1
stress_daily_current,118.61000061035156,1
tmp_min_current,113.3270034790039,1
month_sin,112.42400360107422,1
heat_day_35_sum_7d,112.2300033569336,1
dp_tmp_current,111.3759994506836,1
heat_day_30_sum_7d,107.19400024414062,1
wind_std_28d,105.43000030517578,1
vpd_current,101.43099975585938,1
score_hat_lag_1,100.54399871826172,1
heat_day_35_sum_28d,96.1624984741211,1
humidity_mean_14d,94.7759017944336,1
surf_pre_current,93.92150115966797,1
tmp_current,91.65409851074219,1
wind_max_mean_28d,84.99099731445312,1
tmp_range_mean_7d,0.0,0
heat_day_30_sum_14d,0.0,0
is_dry_day_sum_7d,0.0,0
temp_dewpoint_spread_current,0.0,0
surf_tmp_minus_tmp_current,0.0,0
prec_log1p_current,0.0,0
wind_range_current,0.0,0
wind_current,0.0,0
wind_max_current,0.0,0
wind_min_current,0.0,0
wb_tmp_current,0.0,0
tmp_range_current,0.0,0
humidity_deficit_current,0.0,0
prec_clip_sum_7d,0.0,0
prec_clip_std_7d,0.0,0
prec_clip_max_7d,0.0,0
prec_clip_mean_7d,0.0,0
prec_clip_mean_14d,0.0,0
humidity_current,0.0,0
tmp_min_mean_28d,0.0,0
tmp_min_mean_7d,0.0,0
tmp_max_mean_14d,0.0,0
heat_day_35_sum_14d,0.0,0
heat_day_35_sum_56d,0.0,0
is_wet_day_1mm_sum_7d,0.0,0
is_dry_day_sum_28d,0.0,0
is_wet_day_1mm_sum_28d,0.0,0
is_wet_day_1mm_sum_14d,0.0,0
is_wet_day_5mm_sum_7d,0.0,0
is_wet_day_5mm_sum_14d,0.0,0
is_heavy_precip_sum_14d,0.0,0
is_heavy_precip_sum_7d,0.0,0
is_heavy_precip_sum_28d,0.0,0
vpd_mean_14d,0.0,0
humidity_deficit_mean_14d,0.0,0
humidity_mean_7d,0.0,0
surf_pre_mean_7d,0.0,0
wind_mean_14d,0.0,0
wind_max_mean_7d,0.0,0
wind_mean_7d,0.0,0
wind_max_mean_14d,0.0,0
humidity_mean_7_minus_28,0.0,0
score_hat_filled_by_final,0.0,0
score_hat_lag_0,0.0,0
prec_sum_7_vs_28,0.0,0
tmp_mean_7_minus_28,0.0,0
true_score_lag_52_missing,0.0,0
true_score_lag_26_missing,0.0,0
true_score_lag_13_missing,0.0,0
true_score_lag_104_missing,0.0,0
