feature,gain,split
score_hat_lag_7,19277.437728881836,69
month_cos,18717.813011169434,74
is_wet_day_1mm_sum_56d,18664.383491516113,78
tmp_max_mean_56d,18568.42317199707,42
wind_stress_mean_56d,17916.506317138672,67
wind_mean_28d,17594.833953857422,54
tmp_range_mean_28d,16636.398071289062,54
surf_pre_mean_14d,16592.764846801758,50
water_balance_std_28d,16378.145065307617,45
score_hat_lag_6,16226.802742004395,73
prec_intensity_91d,15660.497009277344,67
tmp_std_28d,15642.757118225098,84
vpd_mean_28d,15200.950965881348,42
humidity_mean_56d,15181.538078308105,61
score_hat_lag_9,14932.074348449707,69
stress_daily_mean_14d,14783.082023620605,37
humidity_deficit_mean_56d,14427.558921813965,61
surf_pre_current,14114.074508666992,44
score_hat_lag_4,13771.554039001465,63
wind_max_mean_14d,13388.192848205566,36
score_hat_lag_5,13331.08479309082,55
prec_clip_max_28d,12271.616996765137,34
is_wet_day_5mm_sum_56d,11696.483795166016,38
tmp_range_mean_14d,11470.99496459961,55
tmp_max_mean_28d,11376.81509399414,22
vpd_mean_56d,11061.338027954102,39
tmp_min_mean_28d,11048.946472167969,37
humidity_mean_7_minus_28,10806.588836669922,56
tmp_mean_7_minus_28,10523.218437194824,53
surf_pre_mean_28d,10453.02815246582,34
humidity_deficit_mean_14d,10418.30502319336,35
wind_stress_mean_28d,10378.154800415039,49
vpd_max_28d,10128.92448425293,38
humidity_deficit_mean_28d,9929.653007507324,42
humidity_mean_14d,9919.38207244873,30
stress_daily_mean_7d,9886.62590789795,20
surf_tmp_mean_14d,9536.698104858398,25
vpd_mean_14d,9402.44401550293,31
stress_daily_current,9038.864234924316,45
score_hat_lag_10,8981.589920043945,39
vpd_mean_7_minus_28,8945.35767364502,52
stress_daily_std_28d,8939.625015258789,25
surf_pre_mean_7d,8808.351013183594,30
tmp_mean_28d_anom_rmonth,8049.4698486328125,45
wind_mean_14d,8038.1208572387695,22
vpd_std_28d,7840.371566772461,34
prec_current,7672.172431945801,40
humidity_mean_7d,7211.791732788086,30
tmp_min_mean_14d,7150.305068969727,29
tmp_mean_28d_z_rmonth,6851.283996582031,36
tmp_mean_91d,6827.486793518066,33
humidity_mean_28d,6658.232215881348,29
surf_tmp_mean_28d,6376.590026855469,24
tmp_max_mean_14d,5743.634239196777,18
heat_day_35_sum_91d,5656.341033935547,22
tmp_mean_28d,5313.721954345703,15
tmp_min_mean_56d,5172.9420166015625,24
wind_stress_mean_14d,5127.252967834473,24
surf_tmp_mean_91d,5084.06999206543,23
temp_dewpoint_spread_current,5024.727401733398,25
tmp_minus_wb_current,4981.644966125488,23
surf_tmp_mean_56d,4962.9656982421875,21
humidity_current,4884.401023864746,22
water_balance_mean_7d,4570.862007141113,25
tmp_min_current,4570.219993591309,24
is_wet_day_1mm_sum_28d,4497.375015258789,18
wind_max_current,4485.146049499512,24
water_balance_mean_14d,4444.600875854492,19
wind_stress_mean_7d,4427.063926696777,17
tmp_max_current,4397.516983032227,21
tmp_max_mean_7d,4070.096992492676,17
tmp_min_mean_7d,3892.2109756469727,15
tmp_mean_56d,3684.236976623535,17
prec_clip_sum_14d,3485.739974975586,18
surf_tmp_current,3424.0836181640625,15
dp_tmp_current,3419.126968383789,16
heat_day_30_sum_91d,3370.5989990234375,17
vpd_mean_7d,3245.7499618530273,15
prec_intensity_28d,3233.637008666992,8
prec_clip_sum_7d,3198.0840072631836,16
humidity_deficit_mean_7d,3112.0923919677734,14
heat_day_30_sum_56d,2936.131607055664,10
wind_mean_7d,2930.9120178222656,10
tmp_mean_14d,2866.252021789551,12
vpd_current,2746.408004760742,15
water_balance_current,2728.935028076172,11
wind_stress_current,2567.9009857177734,12
surf_tmp_mean_7d,2541.2410202026367,10
tmp_range_mean_7d,2336.8789825439453,10
is_dry_day_sum_28d,2261.39298248291,10
tmp_current,2197.352325439453,14
wb_tmp_current,2182.523017883301,11
humidity_deficit_current,1928.777099609375,11
wind_max_mean_7d,1904.0919952392578,10
heat_day_35_sum_56d,1900.3360900878906,8
surf_tmp_minus_tmp_current,1889.061424255371,12
tmp_range_current,1706.5107345581055,12
heat_day_35_sum_14d,1587.2429962158203,6
is_wet_day_5mm_sum_14d,1564.4039916992188,8
prec_clip_mean_7d,1530.7220001220703,8
heat_day_30_sum_28d,1509.6609954833984,4
prec_clip_mean_14d,1260.3190002441406,7
is_dry_day_sum_14d,1243.3540344238281,6
tmp_mean_7d,1228.9153900146484,6
is_wet_day_1mm_sum_14d,1143.5299987792969,7
is_wet_day_5mm_sum_28d,1111.3939971923828,6
is_heavy_precip_sum_7d,932.8459854125977,6
wind_current,874.5500106811523,6
prec_clip_max_14d,871.7969741821289,5
prec_clip_current,838.2830047607422,4
prec_clip_std_14d,731.2318954467773,4
prec_clip_max_7d,646.4499969482422,4
heat_day_35_sum_28d,576.806999206543,4
heat_day_35_sum_7d,522.1959991455078,2
is_dry_day_sum_7d,507.77301025390625,3
wind_range_current,457.4100112915039,3
is_wet_day_1mm_sum_7d,396.1345977783203,3
wind_min_current,386.5279998779297,3
is_heavy_precip_sum_28d,356.8450012207031,2
is_wet_day_5mm_sum_7d,298.6919860839844,1
is_heavy_precip_sum_14d,211.1300048828125,1
heat_day_30_sum_7d,156.49400329589844,1
heat_day_30_sum_14d,0.0,0
prec_clip_std_7d,0.0,0
prec_log1p_current,0.0,0
score_hat_filled_by_final,0.0,0
true_score_lag_52_missing,0.0,0
true_score_lag_26_missing,0.0,0
true_score_lag_13_missing,0.0,0
true_score_lag_104_missing,0.0,0
